"운영팀> 2번 모니터> 앱 콘텐츠 내용","","","","","","","","","","","","","","","","","","","","","","","","",""
"Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Russian","Indonesian","설명, 비고","구분(위치)","","","","","","","","","","","","","",""
"","NoticeContent -11","<b>11월 제주</b>는 새콤달콤한 <b>노지감귤</b>이 본격적인 제철을 맞고 살이 오른 <b>방어와 갈치</b> 등 겨울 해산물을 함께 즐기기 좋은 시기입니다.","November in Jeju is a great time to enjoy sweet and sour open-field tangerines in full season, along with winter seafood such as plump yellowtail and hairtail.","11月の済州は、甘酸っぱい露地みかんが本格的な旬を迎え、脂がのったブリやタチウオなどの冬のシーフードを一緒に楽しむのに良い時期です。","11月的济州岛，酸甜可口的露地柑橘正式迎来旺季，是同时享受肥美黄尾鱼和带鱼等冬季海鲜的好时节。","Tháng 11 ở Jeju là thời điểm tuyệt vời để thưởng thức quýt trồng ngoài trời đang vào mùa chính, cùng với hải sản mùa đông như cá cam và cá hố béo ngậy.","เดือนพฤศจิกายนในเชจูเป็นช่วงเวลาที่ดีในการเพลิดเพลินกับส้มแมนดารินที่กำลังออกผลเต็มที่ พร้อมกับอาหารทะเลฤดูหนาว เช่น ปลาหางเหลืองและปลาหางดาบที่อวบอ้วน","Ноябрь на Чеджу — отличное время, чтобы насладиться кисло-сладкими мандаринами в самом разгаре сезона, а также зимними морепродуктами, такими как жирный желтохвост и рыба-сабля.","Bulan November di Jeju adalah waktu yang tepat untuk menikmati jeruk mandarin yang sedang musim puncaknya, bersama dengan makanan laut musim dingin seperti ikan yellowtail dan hairtail yang gemuk.","","","","","","","","","","","","","","","",""
"","NoticeContent -12","<b>12월 제주</b>는 당도가 높아진 <b>노지감귤과 한라봉</b>이 익어가고 기름이 올라 맛있는 <b>방어와 겨울 해산물</b>을 맛보기 좋은 시기입니다.","December in Jeju is a great time to taste delicious yellowtail and winter seafood, as open-field tangerines and Hallabong ripen with high sugar content.","12月の済州は、糖度が高くなった露地みかんとハルラボンが熟し、脂がのって美味しいブリや冬のシーフードを味わうのに良い時期です。","12月的济州岛，糖度高的露地柑橘和汉拿峰逐渐成熟，也是品尝肥美黄尾鱼和冬季海鲜的好时节。","Tháng 12 ở Jeju là thời điểm tuyệt vời để thưởng thức cá cam thơm ngon và hải sản mùa đông, khi quýt trồng ngoài trời và Hallabong chín với hàm lượng đường cao.","เดือนธันวาคมในเชจูเป็นช่วงเวลาที่ดีในการลิ้มรสปลาหางเหลืองและอาหารทะเลฤดูหนาวแสนอร่อย ในขณะที่ส้มแมนดารินและฮัลลาบงสุกงอมและมีความหวานสูง","Декабрь на Чеджу — отличное время, чтобы попробовать вкусного желтохвоста и зимние морепродукты, так как созревают мандарины и халлабон с высоким содержанием сахара.","Bulan Desember di Jeju adalah waktu yang tepat untuk mencicipi ikan yellowtail yang lezat dan makanan laut musim dingin, karena jeruk mandarin dan Hallabong matang dengan kandungan gula yang tinggi.","","","","","","","","","","","","","","","",""
"","FlightSchedule","항공편 안내","Flight Information","フライトガイド","航班信息","Thông tin chuyến bay","ข้อมูลเที่ยวบิน","Информация о рейсах","Informasi Penerbangan","제주공항에 적용","","","","","","","","","","","","","","",""
"","CruiseSchedule","운항 정보","Flight Information","運航情報","航班信息","Thông tin chuyến bay","ข้อมูลเที่ยวบิน","Информация о рейсах","Informasi Penerbangan","여객선터미널, 유산문화센터에 적용","","","","","","","","","","","","","","",""
"","Schedule_More","운항 정보 더보기","More flight information","運航情報をもっと見る","查看更多航班信息","Xem thêm thông tin chuyến bay","ดูข้อมูลเที่ยวบินเพิ่มเติม","Больше информации о рейсах","Lihat lebih banyak informasi penerbangan","","","","","","","","","","","","","","","",""
"","BarrierFree_Title","지금은 배리어프리 모드입니다.","Currently in Barrier-Free Mode.","現在はバリアフリーモードです。","现在是无障碍模式。","Hiện tại là chế độ không rào cản.","ขณะนี้อยู่ในโหมดไร้อุปสรรค","В настоящее время используется безбарьерный режим.","Saat ini dalam mode bebas hambatan.","","","","","","","","","","","","","","","",""
"","Language_Select_Language","언어선택","Select Language","言語選択","选择语言","Chọn ngôn ngữ","เลือกภาษา","Выберите язык","Pilih Bahasa","","아이콘03","","","","","","","","","","","","","",""
"","Language_Content","* 원하는 언어를 선택해 주세요.","* Service is available in 4 languages. Please select a language.","* 4ヶ国語に対応しています。言語を選択してください。","* 提供4种语言服务。请选择语言。","* Vui lòng chọn ngôn ngữ.","* มีให้บริการ 8 ภาษา โปรดเลือกภาษาที่ต้องการ","* Услуга доступна на 4 языках. Пожалуйста, выберите язык.","* Silakan pilih bahasa.","","아이콘03","","","","","","","","","","","","","",""
"","Language_Now_Language","현재 언어","> Now Language","> Now Language","> Now Language","Ngôn ngữ hiện tại","ภาษาปัจจุบัน","> Текущий язык","Bahasa Saat Ini","","아이콘03","","","","","","","","","","","","","",""
"","Language_Target_Language","변경 언어","> Change Language","> Change Language","> Change Language","Đổi ngôn ngữ","เปลี่ยนภาษา","> Изменить язык","Ubah Bahasa","","아이콘03","","","","","","","","","","","","","",""
"","Main_Search","제주도에 대해 검색해보세요!","Search for information about Jeju Island!","済州島を検索してみてください！","搜索有关济州岛的信息！","Tìm kiếm thông tin về đảo Jeju!","ค้นหาข้อมูลเกี่ยวกับเกาะเชจู!","Ищете информацию об острове Чеджу?","Cari informasi tentang Pulau Jeju!","","","","","","","","","","","","","","","",""
"","MainButton_AI"," '제주' 뭐하지","To do (AI)"," 「済州」","济州岛旅游攻略","Những điều nên làm ở Jeju","สิ่งที่ควรทำในเกาะเชจู","Чем заняться на острове Чеджу","Hal-hal yang dapat dilakukan di Jeju","","아이콘04","","","","","","","","","","","","","",""
"","MainButton_AI_Subtext","AI 검색하기","AI Search","AI検索","AI搜索","Tìm kiếm AI","ค้นหาด้วย AI","AI Поиск","Pencarian AI","","","","","","","","","","","","","","","",""
"","MainButton_Goods","위드 마켓 ","WITH Market","WITH Market","WITH Market","Chợ WITH","ตลาด WITH","Рынок WITH","Pasar WITH","","아이콘15","","","","","","","","","","","","","",""
"","MainButton_Goods_Subtext","굿즈 만들기","Make Goods","グッズ作り","制作周边","Làm đồ lưu niệm","ทำสินค้าที่ระลึก","Создание сувениров","Buat Merchandise","","","","","","","","","","","","","","","",""
"","MainButton_Event","제주도 이벤트","Jeju Island Event","済州島イベント","济州岛活动","Sự kiện đảo Jeju","กิจกรรมบนเกาะเชจู","Мероприятие на острове Чеджу","Acara Pulau Jeju","","아이콘06","","","","","","","","","","","","","",""
"","MainButton_Event_Subtext","제주행사","Jeju Events","済州イベント","济州活动","Sự kiện Jeju","กิจกรรมเชจู","Мероприятия на Чеджу","Acara Jeju","","","","","","","","","","","","","","","",""
"","MainButton_ToEat"," '제주'뭐먹지","To eat"," 「済州」を食べる","济州岛美食推荐","Nên ăn gì ở Jeju?","ควรทานอะไรดีในเกาะเชจู","Что поесть на Чеджу","Makanan apa yang harus dicoba di Jeju?","","아이콘07","","","","","","","","","","","","","",""
"","MainButton_ToEat_Subtext","맛집 추천","Restaurant Recommendations","おすすめのレストラン","推荐餐厅","Đề xuất nhà hàng","ร้านอาหารแนะนำ","Рекомендуемые рестораны","Rekomendasi Restoran","","","","","","","","","","","","","","","",""
"","MainButton_ToBuy"," '제주'뭐사지","To buy"," 「済州」何か","济州岛应该买些什么？","Tôi nên mua gì ở Jeju?","ฉันควรซื้ออะไรที่เกาะเชจูดี?","Что мне стоит купить на острове Чеджу?","Apa yang sebaiknya saya beli di Jeju?","","아이콘08","","","","","","","","","","","","","",""
"","MainButton_ToBuy_SubText","쇼핑 추천","Shopping Recommendations","おすすめのショッピング","推荐购物","Đề xuất mua sắm","แหล่งช้อปปิ้งแนะนำ","Рекомендуемые магазины","Rekomendasi Belanja","","","","","","","","","","","","","","","",""
"","MainButton_Accommodation","숙박안내","Accommodation","宿泊情報","住宿信息","Lưu trú","ข้อมูลที่พัก","Проживание","Akomodasi","","아이콘09","","","","","","","","","","","","","",""
"","MainButton_Accommodation_Subtext","제주 숙소 모음","Jeju Accommodation Collection","済州の宿泊施設まとめ","济州岛住宿汇总","Bộ sưu tập chỗ ở Jeju","รวมที่พักในเชจู","Подборка жилья на Чеджу","Koleksi Akomodasi Jeju","","","","","","","","","","","","","","","",""
"","MainButton_TaxFree","TAX-FREE","TAX-FREE","TAX-FREE","TAX-FREE","TAX-FREE","TAX-FREE","TAX-FREE","TAX-FREE","","아이콘10","","","","","","","","","","","","","",""
"","MainButton_TaxFree_Subtext","면세 혜택","Duty-Free Benefits","免税特典","免税优惠","Ưu đãi miễn thuế","สิทธิประโยชน์ปลอดภาษี","Беспошлинные льготы","Manfaat Bebas Pajak","","","","","","","","","","","","","","","",""
"","MainButton_Here","여기는 제주도","This is Jeju Island","ここは済州島","这里是济州岛","Đây là đảo Jeju","ที่นี่คือเกาะเชจู","Это остров Чеджу","Ini adalah Pulau Jeju","","아이콘11","","","","","","","","","","","","","",""
"","MainButton_Here_Subtext","관광지 추천","Tourist Attraction Recommendations","おすすめの観光地","推荐旅游景点","Đề xuất điểm du lịch","สถานที่ท่องเที่ยวแนะนำ","Рекомендуемые туристические достопримечательности","Rekomendasi Tempat Wisata","","","","","","","","","","","","","","","",""
"","MainButton_Greeting","안녕 '귤이'","Hello 'Gyuri'","こんにちは 'Gyuri'","你好 'Gyuri'","Chào 'Gyuri'","สวัสดี 'Gyuri'","Привет, 'Gyuri'","Halo 'Gyuri'","제주공항, 여객선터미널에 적용","아이콘12","","","","","","","","","","","","","",""
"","MainButton_Greeting_Subtext","귤이 소개","Introduction to GYURI","GYURIの紹介","GYURI介绍","Giới thiệu về GYURI","แนะนำ GYURI","Знакомство с GYURI","Pengenalan GYURI","","","","","","","","","","","","","","","",""
"","MainButton_Greeting","안녕 '유산'","Hello 'Yusan'","こんにちは 'Jeju'","你好 'Yusan'","Chào 'Yusan'","สวัสดี 'Yusan'","Привет, 'Yusan'","Halo 'Yusan'","제주유산문화센터에 적용","아이콘13","","","","","","","","","","","","","",""
"","MainButton_Greeting_Subtext","유산 소개","Introduction to YUSAN","YUSANの紹介","YUSAN介绍","Giới thiệu về YUSAN","แนะนำ YUSAN","Знакомство с YUSAN","Pengenalan YUSAN","","","","","","","","","","","","","","","",""
"","MainButton_ToHelp","도와줘 '귤이'","Help 'Gyuri'","ヘルプとサービスです","请帮忙","Giúp với 'Gyuri'","ช่วยด้วย 'Gyuri'","Помощь","Tolong 'Gyuri'","제주공항, 여객선터미널에 적용","","","","","","","","","","","","","","",""
"","MainButton_ToHelp_Subtext","편의시설 안내","Facility Information","施設案内","设施指南","Thông tin cơ sở vật chất","ข้อมูลสิ่งอำนวยความสะดวก","Информация об удобствах","Informasi Fasilitas","","","","","","","","","","","","","","","",""
"","MainButton_ToHelp","도와줘 '유산'","Help 'Yusan'","ヘルプとサービスです","请帮忙","Giúp với 'Yusan'","ช่วยด้วย 'Yusan'","Помощь","Tolong 'Yusan'","제주유산문화센터에 적용","","","","","","","","","","","","","","",""
"","MainButton_ToHelp_Subtext","편의시설 안내","Facility Information","施設案内","设施指南","Thông tin cơ sở vật chất","ข้อมูลสิ่งอำนวยความสะดวก","Информация об удобствах","Informasi Fasilitas","","","","","","","","","","","","","","","",""
"","MainButton_RentCar","렌트카","Rental car","レンタカー","租车","xe thuê","รถเช่า","арендованный автомобиль","mobil sewaan","제주공항에 적용","아이콘14","","","","","","","","","","","","","",""
"","MainButton_RentCar_Subtext","간편 예약","Easy Reservation","簡単予約","简便预约","Đặt chỗ dễ dàng","จองง่าย","Простое бронирование","Reservasi Mudah","","","","","","","","","","","","","","","",""
"","MainButton_Airplane_Schedule","운항정보","Flight Information","運航情報","航班信息","Thông tin chuyến bay","ข้อมูลเที่ยวบิน","Информация о рейсах","Informasi Penerbangan","제주공항에 적용","","","","","","","","","","","","","","",""
"","MainButton_Cruise","운항정보","Vessel operation information","運航情報","船舶运营信息","Thông tin hoạt động của tàu","ข้อมูลการเดินเรือ","Информация о движении судов","Informasi operasi kapal","유산문화센터, 여객선터미널에 적용","","","","","","","","","","","","","","",""
"","MainButton_Cruise_Subtext","입・출항 정보","Real-time operation information","リアルタイム運航情報","实时运营信息","Thông tin hoạt động thời gian thực","ข้อมูลการทำงานแบบเรียลไทม์","Информация о работе в режиме реального времени","Informasi operasi waktu nyata","","","","","","","","","","","","","","","",""
"","MainButton_Exchange","환율","Exchange","為替レート情報","汇率信息","Tỷ giá","อัตราแลกเปลี่ยน","Обмен валют","Kurs","","","","","","","","","","","","","","","",""
"","MainButton_Exchange_Subtext","환율 계산기","Exchange Rate Calculator","為替レート計算機","汇率计算器","Máy tính tỷ giá","เครื่องคำนวณอัตราแลกเปลี่ยน","Калькулятор обменного курса","Kalkulator Nilai Tukar","","","","","","","","","","","","","","","",""
"","MainButton_Donation","기부","Donation","寄付","捐款","Quyên góp","บริจาค","Пожертвование","Donasi","","아이콘15","","","","","","","","","","","","","",""
"","MainButton_Donation_Subtext","교복 기부","School Uniform Donation","制服の寄付","校服捐赠","Quyên góp đồng phục học sinh","บริจาคชุดนักเรียน","Пожертвование школьной формы","Donasi Seragam Sekolah","","","","","","","","","","","","","","","",""
"","MainButton_LocalCurrency","지역화폐","Local currency","地域通貨","当地货币","tiền tệ địa phương","สกุลเงินท้องถิ่น","местная валюта","mata uang lokal","","아이콘17","","","","","","","","","","","","","",""
"","MainButton_LocalCurrency_Subtext","탐나는전","Tamnaneunjeon","タムナヌンジョン","Tamnaneunjeon","Tamnaneunjeon","Tamnaneunjeon","Tamnaneunjeon","Tamnaneunjeon","","","","","","","","","","","","","","","",""
